OPEN_ID,BUY_TXN_ID,TICKER,INSTRUMENT_TYPE,OPTION_SYMBOL,STRIKE,EXPIRY,ACCOUNT_NAME,ACCOUNT_NUMBER,BUY_DATE,BUY_PRICE,BUY_QUANTITY,BUY_AMOUNT,DAYS_HELD,EST_CURRENT_PRICE,EST_UNREALIZED_PCT,EST_UNREALIZED_DOLLAR,NOMINAL_VALUE,LEVERAGE
Io2ljQKdho48Tl01vuiJ,,APLD,CALL,APLD280121C00040000,40,2028-01-21,IRA ROTH,,2026-05-29,24.97,1,2496.67,14,2055,-17.69,-441.67,4000.00,1.60
GBFGHelXsPPOnTbmSox7,,FSLY,CALL,FSLY280121C00020000,20,2028-01-21,IRA,,2026-05-07,10.95,1,1095.02,36,880.0000000000001,-19.64,-215.02,2000.00,1.83
uDzala66V9RxtcadcOPI,,SMCI,CALL,SMCI280121C00030000,30,2028-01-21,DI IRA,,2026-06-10,15.98,1,1597.67,2,1465,-8.30,-132.67,3000.00,1.88
rydvfs7jWJKRNdG2KTnv,,EWY,CALL,EWY280121C00125000,125,2028-01-21,IRA,,2026-05-12,73.81,1,7380.67,31,9640,30.61,2259.33,12500.00,1.69
2hBsBDw7CTZzlOap6xH3,,FIG,CALL,FIG270115C00015000,15,2027-01-15,IRA,,2026-04-23,8.55,5,4276.36,50,720,-15.82,-676.36,7500.00,1.75
RCwFCmRJOu7vncuJCocF,,FIG,CALL,FIG270115C00015000,15,2027-01-15,IRA,,2026-04-23,8.70,5,4348.36,50,720,-17.21,-748.36,7500.00,1.72
ZJVGtX7HzbkEFZSfuJbx,,FIG,CALL,FIG270115C00015000,15,2027-01-15,IRA,,2026-04-15,NaN,0,0.00,58,720,NaN,0.00,0.00,NaN
oC76b3Kt5WcIU8z8b2T3,,FIG,CALL,FIG270115C00015000,15,2027-01-15,IRA,,2026-04-14,NaN,0,0.00,59,720,NaN,0.00,0.00,NaN
MVz5HPnJclNzGyHEwaN9,,PLTR,CALL,PLTR280121C00105000,105,2028-01-21,IRA,,2026-05-05,56.25,1,5625.02,38,5130,-8.80,-495.02,10500.00,1.87
oIGiku7Ggfkh3XCc0gNJ,,PLTR,CALL,PLTR280121C00105000,105,2028-01-21,IRA,,2026-05-05,56.25,1,5625.02,38,5130,-8.80,-495.02,10500.00,1.87
6ipiT7ouGGbCY63xGRHN,,AMZN,CALL,AMZN280121C00210000,210,2028-01-21,IRA,,2026-05-19,81.89,1,8188.67,24,6930,-15.37,-1258.67,21000.00,2.56
Bj6XNgBNpSVf84vuPYVs,,IREN,CALL,IREN280121C00050000,50,2028-01-21,IRA,,2026-06-05,31.31,1,3130.67,7,3090,-1.30,-40.67,5000.00,1.60
PQYrtwaxYnomecMotj0j,,ANET,CALL,ANET280121C00115000,115,2028-01-21,IRA ROTH,,2026-06-04,77.91,1,7790.67,8,6823,-12.42,-967.67,11500.00,1.48
c4C3J4CDZJzWzSRnUiBL,,ANET,CALL,ANET280121C00115000,115,2028-01-21,IRA,,2026-05-06,58.66,4,23462.00,37,6823,16.32,3830.00,46000.00,1.96
3ydT23gTP9CJBp33SdXQ,,NFLX,CALL,NFLX280121C00075000,75,2028-01-21,IRA ROTH,,2026-04-27,30.59,2,6117.34,46,2181,-28.69,-1755.34,15000.00,2.45
z7ni3ZKcHYFP0AxMqxa6,,WDAY,CALL,WDAY280121C00105000,105,2028-01-21,IRA ROTH,,2026-05-19,52.91,1,5290.67,24,5492,3.81,201.33,10500.00,1.98
RIp124zUseLZcARURx1R,,SMCI,CALL,SMCI280121C00028000,28,2028-01-21,IRA,,2026-06-10,16.61,1,1660.67,2,1459,-12.14,-201.67,2800.00,1.69
dtFas25t20QlJwPa8XiQ,,AVGO,CALL,AVGO280121C00320000,320,2028-01-21,IRA,,2026-04-28,145.57,1,14556.67,45,13505.000000000002,-7.22,-1051.67,32000.00,2.20
gBHEWZAiK3pq5fff4YgJ,,AVGO,CALL,AVGO280121C00310000,310,2028-01-21,IRA,,2026-05-07,163.05,1,16305.02,36,13290,-18.49,-3015.02,31000.00,1.90
4I81gSDqcycTZIJjsEM8,,AVGO,CALL,AVGO280121C00300000,300,2028-01-21,IRA ROTH,,2026-06-04,164.11,1,16410.67,8,14122.999999999998,-13.94,-2287.67,30000.00,1.83
QlqERU18ri9SCmkIrmEX,,NVDA,CALL,NVDA280121C00160000,160,2028-01-21,DI Ind.,,2026-05-01,71.41,1,7140.67,42,7315.000000000001,2.44,174.33,16000.00,2.24
zn0EotAOg1CcyjqdloXu,,WDAY,CALL,WDAY280121C00100000,100,2028-01-21,IRA ROTH,,2026-06-02,67.91,1,6790.67,10,5455,-19.67,-1335.67,10000.00,1.47
98mXZ3r3fnXC1UOmzYyU,,CRWV,CALL,CRWV280121C00085000,85,2028-01-21,IRA,,2026-05-12,51.64,1,5163.67,31,4617,-10.59,-546.67,8500.00,1.65
gbUBgo1oEFph8If6N2HH,,FSLY,CALL,FSLY280121C00020000,20,2028-01-21,IRA ROTH,,2026-05-07,10.85,1,1085.02,36,880.0000000000001,-18.90,-205.02,2000.00,1.84
oODYdoUrkgXgroduECy1,,MDB,CALL,MDB280121C00280000,280,2028-01-21,IRA ROTH,,2026-06-03,171.69,1,17168.67,9,16205.000000000002,-5.61,-963.67,28000.00,1.63
k2yNIKfvNSV8UaxiyxJJ,,INTC,CALL,INTC280121C00090000,90,2028-01-21,IRA ROTH,,2026-05-12,56.79,1,5678.67,31,5235,-7.81,-443.67,9000.00,1.58
CbckagqhBqiXsT4RPavp,,GLW,CALL,GLW280121C00150000,150,2028-01-21,IRA,,2026-05-15,90.96,1,9095.67,28,7842,-13.78,-1253.67,15000.00,1.65
eeOkoyI5f7jhsU2yJYD7,,QCOM,CALL,QCOM280121C00175000,175,2028-01-21,DI Ind.,,2026-05-27,94.51,1,9450.67,16,7916,-16.24,-1534.67,17500.00,1.85
irR8GlL5LQpXrdSqWpUu,,HUBS,CALL,HUBS280121C00170000,170,2028-01-21,IRA,,2026-06-03,106.01,1,10600.67,9,8059.999999999999,-23.97,-2540.67,17000.00,1.60
C0UFR944IUvBvvFFoW9Y,,CRWV,CALL,CRWV280121C00095000,95,2028-01-21,IRA,,2026-04-22,62.21,1,6220.67,51,4123,-33.72,-2097.67,9500.00,1.53
R4zwsWEsO5elNTdMY9Tv,,CRWV,CALL,CRWV280121C00095000,95,2028-01-21,IRA,,2026-04-24,49.92,1,4991.67,49,4123,-17.40,-868.67,9500.00,1.90
sYiW0kkqMFsHtjiyzaCT,,CRWV,CALL,CRWV280121C00095000,95,2028-01-21,IRA,,2026-04-24,53.11,1,5310.67,49,4123,-22.36,-1187.67,9500.00,1.79
hQ8Ei1qf2WwD6OqjPs2x,,QCOM,CALL,QCOM280121C00170000,170,2028-01-21,IRA ROTH,,2026-05-27,99.39,1,9938.67,16,7891,-20.60,-2047.67,17000.00,1.71
W04NdH9MAaKiE1dZQLYM,,IREN,CALL,IREN280121C00045000,45,2028-01-21,IRA,,2026-06-05,29.67,1,2966.67,7,3250,9.55,283.33,4500.00,1.52
bfQZbbHV3jxYM3sBqhA6,,SAP,CALL,SAP280121C00150000,150,2028-01-21,IRA,,2026-06-03,58.55,1,5854.67,9,4335,-25.96,-1519.67,15000.00,2.56
gCTWHuFmKkDIJjOFFoeW,,KTOS,CALL,KTOS280121C00050000,50,2028-01-21,IRA,,2026-06-02,29.51,1,2950.67,10,2540,-13.92,-410.67,5000.00,1.69
10CA4gkq8SXnXraeD4Yw,,ORCL,CALL,ORCL280121C00135000,135,2028-01-21,IRA,,2026-06-11,76.31,1,7630.67,1,7600,-0.40,-30.67,13500.00,1.77
Ex3aCzPLivae9pwztoll,,MRVL,CALL,MRVL280121C00230000,230,2028-01-21,IRA,,2026-06-05,139.76,1,13975.67,7,14165,1.35,189.33,23000.00,1.65
aqu9U8nWhb9JzeTNzg4S,,GLW,CALL,GLW280121C00140000,140,2028-01-21,IRA,,2026-06-05,86.08,1,8607.67,7,7700,-10.54,-907.67,14000.00,1.63
U6n6SwD5MBLsAXu7JoKv,,NET,CALL,NET280121C00210000,210,2028-01-21,IRA ROTH,,2026-05-08,85.49,1,8548.67,35,8428,-1.41,-120.67,21000.00,2.46
14Cf9Vl67hQBog8jmr8f,,SAP,CALL,SAP280121C00145000,145,2028-01-21,IRA ROTH,,2026-06-03,60.00,1,5999.67,9,4435,-26.08,-1564.67,14500.00,2.42
yFRurubi23fxJyGy6NbW,,VST,CALL,VST280121C00120000,120,2028-01-21,IRA,,2026-05-01,64.05,1,6405.02,42,5260,-17.88,-1145.02,12000.00,1.87
Bxg4nT7KbTccqQsY2FLu,,FSLY,CALL,FSLY280121C00015000,15,2028-01-21,DI Ind.,,2026-05-07,10.76,1,1075.67,36,1155,7.37,79.33,1500.00,1.39
S2lGzj1qWK6h5MSPH358,,WDAY,CALL,WDAY280121C00105000,105,2028-01-21,IRA ROTH,,2026-06-11,54.93,1,5492.67,1,5492,-0.01,-0.67,10500.00,1.91
zYOFPZPT05XmsWloCtRk,,IREN,CALL,IREN280121C00047000,47,2028-01-21,IRA ROTH,,2026-06-05,31.04,1,3103.67,7,3084,-0.63,-19.67,4700.00,1.51
Qo8QrkRhCTGKpDYXVnTP,,PWR,CALL,PWR280121C00520000,520,2028-01-21,IRA ROTH,,2026-06-01,276.51,1,27650.67,11,29345.999999999996,6.13,1695.33,52000.00,1.88
XYrj3tbSD2iDgyX5wuCo,,VRT,CALL,VRT280121C00220000,220,2028-01-21,DI IRA,,2026-06-09,130.51,1,13050.67,3,13880.000000000002,6.35,829.33,22000.00,1.69
zYFzNS8m3KsHXyEBDvEl,,ARM,CALL,ARM280121C00290000,290,2028-01-21,IRA ROTH,,2026-06-05,182.76,1,18275.67,7,14309,-21.70,-3966.67,29000.00,1.59
7PBJPdnIeOPXqmxc00oX,,CIEN,CALL,CIEN280121C00490000,490,2028-01-21,IRA ROTH,,2026-06-04,222.01,1,22200.67,8,18890,-14.91,-3310.67,49000.00,2.21
bYfR9IsrDGgxy0h0byvn,,BE,CALL,BE280121C00230000,230,2028-01-21,IRA,,2026-06-05,143.26,1,14325.67,7,13350,-6.81,-975.67,23000.00,1.61
po2hpeiXadZFGX0rMaIT,,QCOM,CALL,QCOM280121C00175000,175,2028-01-21,IRA,,2026-06-01,98.86,1,9885.67,11,7916,-19.92,-1969.67,17500.00,1.77
hjIrcFpLntLzq1MVi5a1,,COHR,CALL,COHR280121C00300000,300,2028-01-21,IRA,,2026-05-15,192.51,1,19250.67,28,18700,-2.86,-550.67,30000.00,1.56
WCAsGVY9687eBhQ7Awpx,,BE,CALL,BE280121C00250000,250,2028-01-21,IRA,,2026-05-11,159.54,1,15953.67,32,12825,-19.61,-3128.67,25000.00,1.57
g2OJeBzATPubS97FpOqO,,TTD,CALL,TTD280121C00015000,15,2028-01-21,IRA,,2026-05-08,10.99,1,1098.67,35,890,-18.99,-208.67,1500.00,1.37
dbOBRwJKm4jSorMqkdXL,,IREN,CALL,IREN280121C00050000,50,2028-01-21,IRA ROTH,,2026-06-05,29.06,1,2905.67,7,3090,6.34,184.33,5000.00,1.72
X9IwI8OUapPfZrH9H14Z,,CIEN,CALL,CIEN280121C00470000,470,2028-01-21,IRA ROTH,,2026-05-28,280.71,1,28070.67,15,20087,-28.44,-7983.67,47000.00,1.67
FbGsIyKXwcPlGo5DZYqM,,FSLY,CALL,FSLY270115C00015000,15,2027-01-15,IRA,,2026-04-10,NaN,0,0.00,63,750,NaN,0.00,0.00,NaN
XqLvUiBaliALQyJDMik2,,SNOW,CALL,SNOW280121C00190000,190,2028-01-21,IRA,,2026-06-03,107.99,1,10798.67,9,10500,-2.77,-298.67,19000.00,1.76
xesCXVDrYd5KdILxgXtI,,HUBS,CALL,HUBS280121C00150000,150,2028-01-21,IRA,,2026-06-11,88.93,1,8892.67,1,8892,-0.01,-0.67,15000.00,1.69
PA4xq8OgkwxPAxgcJxBU,,DELL,CALL,DELL280121C00350000,350,2028-01-21,IRA,,2026-06-02,203.74,1,20373.67,10,15400,-24.41,-4973.67,35000.00,1.72
VsIJUnRrDJIKtHWlu9cM,,FSLY,CALL,FSLY280121C00020000,20,2028-01-21,IRA ROTH,,2026-05-07,11.00,1,1100.02,36,880.0000000000001,-20.00,-220.02,2000.00,1.82
XPWkzcUef23GTj9O36rx,,DELL,CALL,DELL280121C00340000,340,2028-01-21,IRA,,2026-06-02,208.51,1,20850.67,10,20850,-0.00,-0.67,34000.00,1.63
XyqDprUu2sqcsdmNI3HO,,TTD,CALL,TTD280121C00015000,15,2028-01-21,IRA,,2026-06-02,10.86,1,1085.67,10,890,-18.02,-195.67,1500.00,1.38
4jHEZIKSYQyAuNYkB29w,,NOW,CALL,NOW280121C00098000,98,2028-01-21,IRA,,2026-06-02,55.20,1,5519.67,10,4029.9999999999995,-26.99,-1489.67,9800.00,1.78
ZxAVBLLfqMKIGtPSsQ0i,,QCOM,CALL,QCOM280121C00170000,170,2028-01-21,IRA ROTH,,2026-05-27,97.78,1,9777.67,16,7891,-19.30,-1886.67,17000.00,1.74
ZHbMkD3eArpKMmy9FgTG,,FSLY,CALL,FSLY280121C00022500,22.5,2028-01-21,IRA ROTH,,2026-05-06,18.90,1,1890.00,37,930.0000000000001,-50.79,-960.00,2250.00,1.19
27Pqr3NS5s27PR5Jc0W4,,FSLY,CALL,FSLY280121C00015000,15,2028-01-21,IRA,,2026-05-07,10.44,5,5220.12,36,1155,10.63,554.88,7500.00,1.44
Bhn9FRcn8tmyLPq6YR4a,,TTD,CALL,TTD280121C00017500,17.5,2028-01-21,IRA,,2026-06-02,9.81,1,980.67,10,805.0000000000001,-17.91,-175.67,1750.00,1.78
f4puhBVBAjiFvz8WJFRo,,GLW,CALL,GLW280121C00135000,135,2028-01-21,IRA ROTH,,2026-06-05,87.55,1,8754.67,7,7750,-11.48,-1004.67,13500.00,1.54
hWaMbhvt4mGHUddRd3mv,,FIG,CALL,FIG280121C00017500,17.5,2028-01-21,IRA,,2026-05-07,10.49,5,5245.12,36,915,-12.78,-670.12,8750.00,1.67
TQBViYLsEFZbVteUBmP7,,QCOM,CALL,QCOM280121C00160000,160,2028-01-21,IRA,,2026-05-27,101.11,1,10110.67,16,7700,-23.84,-2410.67,16000.00,1.58
kKoLaCdamEpfUCXnO7xO,,APLD,CALL,APLD280121C00040000,40,2028-01-21,IRA,,2026-05-22,24.57,2,4913.34,21,2055,-16.35,-803.34,8000.00,1.63
5OJWt1pMsP1c3bE8VBcp,,DDOG,CALL,DDOG280121C00185000,185,2028-01-21,IRA,,2026-06-03,113.76,1,11375.67,9,11375,-0.01,-0.67,18500.00,1.63
vKUJrDAabkvUvt7EfbU6,,HUBS,CALL,HUBS280121C00175000,175,2028-01-21,IRA ROTH,,2026-06-02,114.27,1,11426.67,10,11426,-0.01,-0.67,17500.00,1.53
6GZN96eHHJziIoy6mu6w,,MDB,CALL,MDB280121C00290000,290,2028-01-21,IRA,,2026-06-05,170.51,1,17050.67,7,15841.999999999998,-7.09,-1208.67,29000.00,1.70
4K8EDx6JTdXDlNmKN44Z,,BE,CALL,BE280121C00230000,230,2028-01-21,IRA,,2026-05-15,159.51,1,15950.67,28,13350,-16.30,-2600.67,23000.00,1.44
8BHGCljIE0oyWRipnbYp,,SMCI,CALL,SMCI280121C00025000,25,2028-01-21,DI IRA,,2026-06-10,15.22,1,1521.67,2,1580,3.83,58.33,2500.00,1.64
aw2SH45Uz4KweeSjRVRa,,IREN,CALL,IREN280121C00047000,47,2028-01-21,DI IRA,,2026-06-05,29.17,1,2916.67,7,3084,5.74,167.33,4700.00,1.61
B5IFVxxyygKmEUCCVKi9,,INTC,CALL,INTC280121C00090000,90,2028-01-21,IRA,,2026-05-14,55.65,1,5564.67,29,5235,-5.92,-329.67,9000.00,1.62
rnkGVGomVYIrakzmltwd,,NFLX,CALL,NFLX280121C00075000,75,2028-01-21,IRA ROTH,,2026-05-01,30.50,1,3050.02,42,2181,-28.49,-869.02,7500.00,2.46
BGFm3F0BeoOUXozYkdVg,,HPE,CALL,HPE280121C00042000,42,2028-01-21,IRA,,2026-06-02,23.71,1,2370.67,10,1625,-31.45,-745.67,4200.00,1.77
bJjfSomTeszh7JfSseUn,,NVDA,CALL,NVDA280121C00160000,160,2028-01-21,IRA,,2026-04-30,72.35,1,7235.02,43,7315.000000000001,1.11,79.98,16000.00,2.21
ff20WVhgeZRI8xP7ANBq,,CRWV,CALL,CRWV280121C00080000,80,2028-01-21,IRA ROTH,,2026-05-12,51.58,1,5157.67,31,4545,-11.88,-612.67,8000.00,1.55
4k3eDW0Z6e1bAeJJmNfx,,P,CALL,P280121C00070000,70,2028-01-21,IRA,,2026-05-28,27.48,1,2747.67,15,2450,-10.83,-297.67,7000.00,2.55
8rqQ8Jwf9LMnsvsBdACw,,TSM,CALL,TSM280121C00320000,320,2028-01-21,IRA,,2026-04-27,148.16,1,14815.67,46,16303,10.04,1487.33,32000.00,2.16
V603J9GUFcYKTFiHxtOh,,CBRS,CALL,CBRS280121C00170000,170,2028-01-21,IRA ROTH,,2026-06-11,123.97,1,12396.67,1,12100,-2.39,-296.67,17000.00,1.37
DShdQtupTx02Z2K1JxqB,,FIG,CALL,FIG280121C00020000,20,2028-01-21,IRA,,2026-06-02,12.46,1,1245.67,10,835,-32.97,-410.67,2000.00,1.61
pEBbgJVQgXT3VG23oXtS,,COHR,CALL,COHR280121C00310000,310,2028-01-21,IRA,,2026-06-09,193.25,1,19324.67,3,17300,-10.48,-2024.67,31000.00,1.60
A7yY8qpCPoRGvopEGmW9,,BE,CALL,BE280121C00220000,220,2028-01-21,IRA,,2026-05-07,141.50,1,14150.02,36,14044.999999999998,-0.74,-105.02,22000.00,1.55
Ng7Ic7zKMp9DWULyaZfK,,SAP,CALL,SAP280121C00125000,125,2028-01-21,IRA,,2026-06-11,56.61,1,5660.67,1,5660,-0.01,-0.67,12500.00,2.21
Y81SSBfzly8gttPuz2Lf,,SMCI,CALL,SMCI280121C00028000,28,2028-01-21,IRA,,2026-06-10,16.66,1,1665.67,2,1459,-12.41,-206.67,2800.00,1.68
kC0AD72vfxtTbKHbfPqY,,FSLY,CALL,FSLY280121C00020000,20,2028-01-21,IRA ROTH,,2026-05-07,10.70,2,2140.05,36,880.0000000000001,-17.76,-380.05,4000.00,1.87
PXcFQpMv8zouiPZJBtVO,,NVDA,CALL,NVDA280121C00175000,175,2028-01-21,IRA,,2026-05-15,86.76,1,8675.67,28,6675,-23.06,-2000.67,17500.00,2.02
GTjpjKeYnRGUyJEhIP2q,,PLTR,CALL,PLTR280121C00100000,100,2028-01-21,IRA,,2026-04-23,65.74,1,6573.67,50,5550,-15.57,-1023.67,10000.00,1.52
DU7T48rqiiedMzxRsBTo,,ORCL,CALL,ORCL280121C00135000,135,2028-01-21,IRA ROTH,,2026-06-11,76.27,1,7626.67,1,7600,-0.35,-26.67,13500.00,1.77
wZpYjjwCB9ilyuPblfWu,,MRVL,CALL,MRVL280121C00240000,240,2028-01-21,IRA ROTH,,2026-06-05,144.26,1,14425.67,7,13500,-6.42,-925.67,24000.00,1.66
T6EmSUM8yPqbxFmNH9QE,,CRWV,CALL,CRWV280121C00090000,90,2028-01-21,IRA,,2026-05-08,63.26,1,6325.67,35,4210,-33.45,-2115.67,9000.00,1.42
0q7AYFvqbvQzTy27X3iL,,NFLX,CALL,NFLX280121C00075000,75,2028-01-21,IRA ROTH,,2026-05-01,30.53,2,6106.05,42,2181,-28.56,-1744.05,15000.00,2.46
XeMdpymhmcC450MqHQTs,,FSLY,CALL,FSLY280121C00012500,12.5,2028-01-21,IRA ROTH,,2026-05-14,10.19,1,1018.67,29,1078,5.82,59.33,1250.00,1.23
3jvEHf013Gwut02HZUKB,,FIG,CALL,FIG280121C00020000,20,2028-01-21,IRA,,2026-06-02,12.73,1,1272.67,10,835,-34.39,-437.67,2000.00,1.57
MtXxNN2Q3jfuzXA2uODz,,NOW,CALL,NOW280121C00100000,100,2028-01-21,IRA ROTH,,2026-06-02,53.44,1,5343.67,10,3647.9999999999995,-31.73,-1695.67,10000.00,1.87
U9D1dg4LAyS0RCKYhESH,,ARM,CALL,ARM280121C00290000,290,2028-01-21,IRA,,2026-06-04,201.76,1,20175.67,8,14309,-29.08,-5866.67,29000.00,1.44
MstKm3HDoR5g4PWuMs54,,VRT,CALL,VRT280121C00260000,260,2028-01-21,IRA,,2026-05-18,150.31,1,15030.67,25,11504,-23.46,-3526.67,26000.00,1.73
